[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.04%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 148MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 416kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.926MiB / 125MiB, 4.74%, 827kB / 472kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.53%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.64%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 416kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.926MiB / 125MiB, 4.74%, 827kB / 472kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.53%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 416kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.32%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.926MiB / 125MiB, 4.74%, 827kB / 472kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.29%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 416kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.32%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.926MiB / 125MiB, 4.74%, 827kB / 472kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.29%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.21%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 416kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.86%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.38%, 5.926MiB / 125MiB, 4.74%, 828kB / 472kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.24%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.21%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 416kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.86%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.38%, 5.926MiB / 125MiB, 4.74%, 828kB / 472kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.24%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.47%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 416kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.926MiB / 125MiB, 4.74%, 828kB / 472kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.67%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.47%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 416kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.926MiB / 125MiB, 4.74%, 828kB / 472kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.67%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.00%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.25%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.00%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.25%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.14%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.22%, 29.52MiB / 500MiB, 5.90%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.80%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.14%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.22%, 29.52MiB / 500MiB, 5.90%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.80%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.89%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 25.18%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.89%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 25.18%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.88%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.57%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.81%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.88%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.57%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.81%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.68%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.57%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 19.87%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.68%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.10%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 19.87%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.68%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.10%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 19.87%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.97%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,8,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.17%, 12.47MiB / 3.871GiB, 0.31%, 145MB / 206MB, 4.66MB / 0B
[2J[HOK,8,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.97%, 11.34MiB / 3.871GiB, 0.29%, 207MB / 149MB, 0B / 0B
OK,8,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 247kB / 417kB, 0B / 0B
OK,8,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,8,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 29.4MiB / 500MiB, 5.88%, 3.31MB / 581kB, 27.8MB / 0B
OK,8,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.926MiB / 125MiB, 4.74%, 828kB / 473kB, 160kB / 0B
OK,8,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
