[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.00%, 9.707MiB / 3.871GiB, 0.24%, 28.6MB / 21MB, 0B / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.02%, 10.89MiB / 3.871GiB, 0.27%, 20.9MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.88%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.5kB / 46kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.86%, 25.36MiB / 500MiB, 5.07%, 357kB / 65.2kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.82MiB / 125MiB, 4.66%, 93.7kB / 52.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.02%, 10.89MiB / 3.871GiB, 0.27%, 20.9MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.69%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.5kB / 46kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.72%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.46%, 5.82MiB / 125MiB, 4.66%, 93.7kB / 52.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.40%, 10.89MiB / 3.871GiB, 0.27%, 20.9MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.69%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.5kB / 46kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.72%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.46%, 5.82MiB / 125MiB, 4.66%, 93.7kB / 52.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.40%, 10.89MiB / 3.871GiB, 0.27%, 20.9MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.69%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.5kB / 46kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.72%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.46%, 5.82MiB / 125MiB, 4.66%, 93.7kB / 52.9kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.40%, 10.89MiB / 3.871GiB, 0.27%, 20.9MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.88%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.82MiB / 125MiB, 4.66%, 94kB / 53kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.65%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.88%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 9.973MiB / 50MiB, 19.95%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.82MiB / 125MiB, 4.66%, 94kB / 53kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.65%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.06%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 1.96%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.82MiB / 125MiB, 4.66%, 94kB / 53kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.10%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.06%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 1.96%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.82MiB / 125MiB, 4.66%, 94kB / 53kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.10%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.38%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.82MiB / 125MiB, 4.66%, 94kB / 53kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.41%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.38%, 9.707MiB / 3.871GiB, 0.24%, 29.2MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.82MiB / 125MiB, 4.66%, 94kB / 53kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.41%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.96%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.68%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.82MiB / 125MiB, 4.66%, 94.2kB / 53.1kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.30%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.96%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.68%, 25.36MiB / 500MiB, 5.07%, 359kB / 65.5kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.82MiB / 125MiB, 4.66%, 94.2kB / 53.1kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.30%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.01%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.87%, 25.36MiB / 500MiB, 5.07%, 361kB / 65.9kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.82MiB / 125MiB, 4.66%, 94.2kB / 53.1kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.71%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.01%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 30.6kB / 46.2kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.87%, 25.36MiB / 500MiB, 5.07%, 361kB / 65.9kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.82MiB / 125MiB, 4.66%, 94.2kB / 53.1kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.71%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.97%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.20%, 2.012MiB / 50MiB, 4.02%, 31kB / 46.8kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 361kB / 65.9kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.50%, 5.82MiB / 125MiB, 4.66%, 94.7kB / 53.5kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.08%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.97%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.20%, 2.012MiB / 50MiB, 4.02%, 31kB / 46.8kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.36MiB / 500MiB, 5.07%, 361kB / 65.9kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.50%, 5.82MiB / 125MiB, 4.66%, 94.7kB / 53.5kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.08%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.1MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.08%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 31kB / 46.8kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.30%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.36MiB / 500MiB, 5.07%, 361kB / 65.9kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.82MiB / 125MiB, 4.66%, 94.7kB / 53.5kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.42%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.2MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.08%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 31kB / 46.8kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.30%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.36MiB / 500MiB, 5.07%, 361kB / 65.9kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.82MiB / 125MiB, 4.66%, 94.7kB / 53.5kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.42%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.2MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.63%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 31kB / 46.8kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.95%, 25.36MiB / 500MiB, 5.07%, 361kB / 65.9kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.38%, 5.82MiB / 125MiB, 4.66%, 95.3kB / 53.8kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.29%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.2MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.63%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
OK,10,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.012MiB / 50MiB, 4.02%, 31kB / 46.8kB, 0B / 0B
OK,10,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 9.988MiB / 50MiB, 19.98%, 5.5kB / 2.6kB, 2.74MB / 0B
OK,10,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.95%, 25.36MiB / 500MiB, 5.07%, 361kB / 65.9kB, 27.8MB / 0B
OK,10,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.38%, 5.82MiB / 125MiB, 4.66%, 95.3kB / 53.8kB, 160kB / 0B
OK,10,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.14kB / 0B, 4.1kB / 0B
OK,10,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.29%, 10.89MiB / 3.871GiB, 0.27%, 21MB / 29.2MB, 4.66MB / 0B
[2J[HOK,10,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.63%, 9.707MiB / 3.871GiB, 0.24%, 29.3MB / 21.4MB, 0B / 0B
