[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 6.48%, 11.18MiB / 3.871GiB, 0.28%, 127MB / 91.6MB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.47%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.40%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.16%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.21%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.68%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.05%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.16%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.21%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.68%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.05%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.28%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.06%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.28%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.06%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.43%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.24%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.36%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.47%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.43%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.24%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.36%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.47%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.68%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.24%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.36%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.70%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.68%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.49%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.34%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.70%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.68%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.45MiB / 50MiB, 20.90%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.49%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 342kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.34%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.70%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.09%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.58%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.44%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.35%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.09%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 91.9MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.58%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.44%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.20%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.35%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.81%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.15%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.81%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.15%, 12.47MiB / 3.871GiB, 0.31%, 89.6MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.53%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.99%, 12.47MiB / 3.871GiB, 0.31%, 89.7MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.53%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 487kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.99%, 12.47MiB / 3.871GiB, 0.31%, 89.7MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.19%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.70%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.875MiB / 125MiB, 4.70%, 488kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.11%, 12.47MiB / 3.871GiB, 0.31%, 89.7MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.19%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.18%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.70%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.875MiB / 125MiB, 4.70%, 488kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.11%, 12.47MiB / 3.871GiB, 0.31%, 89.7MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.58%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.875MiB / 125MiB, 4.70%, 488kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.73%, 12.47MiB / 3.871GiB, 0.31%, 89.7MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.59%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.58%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.875MiB / 125MiB, 4.70%, 488kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.73%, 12.47MiB / 3.871GiB, 0.31%, 89.7MB / 127MB, 4.66MB / 0B
[2J[HOK,10,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.76%, 11.25MiB / 3.871GiB, 0.28%, 128MB / 92MB, 0B / 0B
OK,10,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.125MiB / 50MiB, 8.25%, 148kB / 245kB, 0B / 0B
OK,10,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.48MiB / 50MiB, 20.96%, 5.71kB / 2.6kB, 2.74MB / 0B
OK,10,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.11%, 29.23MiB / 500MiB, 5.85%, 1.94MB / 343kB, 27.8MB / 0B
OK,10,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.875MiB / 125MiB, 4.70%, 488kB / 277kB, 160kB / 0B
OK,10,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,10,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.73%, 12.47MiB / 3.871GiB, 0.31%, 89.7MB / 127MB, 4.66MB / 0B
