[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.01%, 10.12MiB / 3.871GiB, 0.26%, 69.4MB / 49.5MB, 0B / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.84%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.7MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.94%, 10.13MiB / 3.871GiB, 0.26%, 70.1MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.08%, 2.078MiB / 50MiB, 4.16%, 94.1kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 216kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.35%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.84%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.7MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.89%, 10.13MiB / 3.871GiB, 0.26%, 70.1MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.1kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 216kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.68%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.7MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.89%, 10.13MiB / 3.871GiB, 0.26%, 70.1MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.1kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 216kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.68%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.7MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.89%, 10.13MiB / 3.871GiB, 0.26%, 70.1MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.1kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.29%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 216kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.30%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.68%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.7MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.55%, 10.13MiB / 3.871GiB, 0.26%, 70.1MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.1kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.19%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 216kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.65%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.04%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.7MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.55%, 10.13MiB / 3.871GiB, 0.26%, 70.1MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.1kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.28%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.19%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 216kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.65%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.04%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.7MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.67%, 10.13MiB / 3.871GiB, 0.26%, 70.1MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.1kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.75%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.13%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.67%, 10.13MiB / 3.871GiB, 0.26%, 70.1MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.1kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.75%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.37%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.13%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.37%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.09%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.45%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.19%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.37%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.09%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.45%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.19%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.33%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.63%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.33%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.63%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.40%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.31%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.57%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.40%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.31%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.57%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50.1MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.25%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.54%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50.1MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.25%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.54%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.50%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50.1MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.79%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.08%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.50%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50.1MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.078MiB / 50MiB, 4.16%, 94.3kB / 154kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.34%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.79%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.871MiB / 125MiB, 4.70%, 308kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.08%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.42%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50.1MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 2.078MiB / 50MiB, 4.16%, 94.5kB / 155kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.56%, 5.871MiB / 125MiB, 4.70%, 309kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.21%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.42%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50.1MB, 0B / 0B
OK,4,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 2.078MiB / 50MiB, 4.16%, 94.5kB / 155kB, 0B / 0B
OK,4,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.06MiB / 50MiB, 20.12%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,4,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.56MiB / 500MiB, 5.11%, 1.22MB / 217kB, 27.8MB / 0B
OK,4,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.56%, 5.871MiB / 125MiB, 4.70%, 309kB / 175kB, 160kB / 0B
OK,4,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,4,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.21%, 11.04MiB / 3.871GiB, 0.28%, 48.6MB / 69.8MB, 4.66MB / 0B
[2J[HOK,4,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.42%, 10.13MiB / 3.871GiB, 0.26%, 70.2MB / 50.1MB, 0B / 0B
