[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 6.77%, 11.3MiB / 3.871GiB, 0.28%, 148MB / 106MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 307kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 3.65%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.43%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.85%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.77%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 307kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.32%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.17%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.35%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.77%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 307kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.32%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.17%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.35%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.99%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.17%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.39%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.99%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.39%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.99%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.29%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.39%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.11%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 38.96%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.11%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 38.96%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.40%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.50%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 39.13%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.40%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.16%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.50%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 430kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 39.13%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.19%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.34%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 38.39%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.19%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.34%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.906MiB / 125MiB, 4.72%, 612kB / 348kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 38.39%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.72%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.15%, 5.906MiB / 125MiB, 4.72%, 612kB / 349kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 40.70%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.72%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.15%, 5.906MiB / 125MiB, 4.72%, 612kB / 349kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 40.70%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.82%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.03%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.906MiB / 125MiB, 4.72%, 612kB / 349kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 36.71%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.82%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.03%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.18%, 5.906MiB / 125MiB, 4.72%, 612kB / 349kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 36.71%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.18%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.72%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.906MiB / 125MiB, 4.72%, 612kB / 349kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 37.98%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.18%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.12%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.72%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.14%, 5.906MiB / 125MiB, 4.72%, 612kB / 349kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 37.98%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.61%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.88%, 5.906MiB / 125MiB, 4.72%, 613kB / 349kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 39.06%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.61%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.11%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.88%, 5.906MiB / 125MiB, 4.72%, 613kB / 349kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,2,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 39.06%, 12.47MiB / 3.871GiB, 0.31%, 104MB / 148MB, 4.66MB / 0B
[2J[HOK,2,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.61%, 11.3MiB / 3.871GiB, 0.28%, 149MB / 107MB, 0B / 0B
OK,2,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.129MiB / 50MiB, 8.26%, 185kB / 308kB, 0B / 0B
OK,2,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,2,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.29MiB / 500MiB, 5.86%, 2.44MB / 431kB, 27.8MB / 0B
OK,2,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.88%, 5.906MiB / 125MiB, 4.72%, 613kB / 349kB, 160kB / 0B
OK,2,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
