[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.02%, 10.98MiB / 3.871GiB, 0.28%, 98.5MB / 70.6MB, 0B / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.74%, 12.46MiB / 3.871GiB, 0.31%, 69.1MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.84%, 10.99MiB / 3.871GiB, 0.28%, 99.1MB / 71MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 1.42%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.02%, 27.16MiB / 500MiB, 5.43%, 1.6MB / 284kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.24%, 5.875MiB / 125MiB, 4.70%, 404kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.74%, 12.46MiB / 3.871GiB, 0.31%, 69.1MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.84%, 10.99MiB / 3.871GiB, 0.28%, 99.1MB / 71MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 1.42%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.6MB / 284kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 404kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.62%, 12.46MiB / 3.871GiB, 0.31%, 69.1MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.78%, 10.99MiB / 3.871GiB, 0.28%, 99.1MB / 71MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.6MB / 284kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 404kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.62%, 12.46MiB / 3.871GiB, 0.31%, 69.1MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.78%, 10.99MiB / 3.871GiB, 0.28%, 99.1MB / 71MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.17%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.6MB / 284kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 404kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.62%, 12.46MiB / 3.871GiB, 0.31%, 69.1MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.89%, 10.99MiB / 3.871GiB, 0.28%, 99.1MB / 71MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.24%, 27.16MiB / 500MiB, 5.43%, 1.6MB / 284kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.60%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.08%, 12.46MiB / 3.871GiB, 0.31%, 69.1MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.89%, 10.99MiB / 3.871GiB, 0.28%, 99.1MB / 71MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.24%, 27.16MiB / 500MiB, 5.43%, 1.6MB / 284kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.60%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.08%, 12.46MiB / 3.871GiB, 0.31%, 69.1MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.22%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.56%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.51%, 12.46MiB / 3.871GiB, 0.31%, 69.1MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.22%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.56%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.51%, 12.46MiB / 3.871GiB, 0.31%, 69.1MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.05%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.49%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.05%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.49%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.6MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.45%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.54%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.45%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.54%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.01%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.30%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.15%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.93%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.01%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.30%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.15%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.16%, 5.875MiB / 125MiB, 4.70%, 405kB / 230kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.93%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.20%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.21%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.875MiB / 125MiB, 4.70%, 405kB / 231kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.62%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.20%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.21%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.875MiB / 125MiB, 4.70%, 405kB / 231kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.62%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 14.77%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.32%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.875MiB / 125MiB, 4.70%, 405kB / 231kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.98%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 14.77%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.121MiB / 50MiB, 8.24%, 123kB / 203kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.25%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.32%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.26%, 5.875MiB / 125MiB, 4.70%, 405kB / 231kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.98%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.21%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.121MiB / 50MiB, 8.24%, 123kB / 204kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.04%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 406kB / 231kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.30%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.21%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.121MiB / 50MiB, 8.24%, 123kB / 204kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
OK,7,2,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.04%, 27.16MiB / 500MiB, 5.43%, 1.61MB / 285kB, 27.8MB / 0B
OK,7,2,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.875MiB / 125MiB, 4.70%, 406kB / 231kB, 160kB / 0B
OK,7,2,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.28kB / 0B, 4.1kB / 0B
OK,7,2,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.30%, 12.46MiB / 3.871GiB, 0.31%, 69.2MB / 98.7MB, 4.66MB / 0B
[2J[HOK,7,2,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.21%, 10.99MiB / 3.871GiB, 0.28%, 99.2MB / 71.1MB, 0B / 0B
OK,7,2,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 4.121MiB / 50MiB, 8.24%, 123kB / 204kB, 0B / 0B
OK,7,2,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.45MiB / 50MiB, 20.90%, 5.64kB / 2.6kB, 2.74MB / 0B
