[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 5.70%, 11.34MiB / 3.871GiB, 0.29%, 216MB / 155MB, 0B / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.98%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.926MiB / 125MiB, 4.74%, 861kB / 491kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.92%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.43%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 433kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.69%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.926MiB / 125MiB, 4.74%, 861kB / 491kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.40%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.43%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 433kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.69%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.27%, 5.926MiB / 125MiB, 4.74%, 861kB / 491kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.40%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.22%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 433kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.926MiB / 125MiB, 4.74%, 861kB / 491kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.32%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.22%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 433kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.25%, 5.926MiB / 125MiB, 4.74%, 861kB / 491kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.32%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.95%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.926MiB / 125MiB, 4.74%, 861kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.70%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 11.95%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.07%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.926MiB / 125MiB, 4.74%, 861kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.70%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.93%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.926MiB / 125MiB, 4.74%, 861kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.49%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.93%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.926MiB / 125MiB, 4.74%, 861kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.49%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.64%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.47%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.39%, 5.926MiB / 125MiB, 4.74%, 861kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.56%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.64%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.47%, 29.41MiB / 500MiB, 5.88%, 3.44MB / 605kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.39%, 5.926MiB / 125MiB, 4.74%, 861kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.56%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.98%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.70%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.926MiB / 125MiB, 4.74%, 861kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.85%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.98%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.20%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.70%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.21%, 5.926MiB / 125MiB, 4.74%, 861kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.85%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.68%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.10%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.926MiB / 125MiB, 4.74%, 862kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.21%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.68%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.10%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.926MiB / 125MiB, 4.74%, 862kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.21%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.926MiB / 125MiB, 4.74%, 862kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.13%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 7.96%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.17%, 5.926MiB / 125MiB, 4.74%, 862kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.13%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.14%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.19%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.39%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.926MiB / 125MiB, 4.74%, 862kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.01%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.19%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.14%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.39%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.926MiB / 125MiB, 4.74%, 862kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.01%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.19%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.14%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 2.39%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.33%, 5.926MiB / 125MiB, 4.74%, 862kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.01%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.19%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.20%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
OK,9,3,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.24%, 10.6MiB / 50MiB, 21.20%, 5.71kB / 2.6kB, 2.87MB / 0B
OK,9,3,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.45%, 29.41MiB / 500MiB, 5.88%, 3.45MB / 606kB, 27.8MB / 0B
OK,9,3,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.38%, 5.926MiB / 125MiB, 4.74%, 862kB / 492kB, 160kB / 0B
OK,9,3,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.35kB / 0B, 4.1kB / 0B
OK,9,3,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.65%, 12.47MiB / 3.871GiB, 0.31%, 152MB / 216MB, 4.66MB / 0B
[2J[HOK,9,3,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.20%, 11.34MiB / 3.871GiB, 0.29%, 217MB / 156MB, 0B / 0B
OK,9,3,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 4.137MiB / 50MiB, 8.27%, 256kB / 434kB, 0B / 0B
