[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 0.00%, 9.391MiB / 3.871GiB, 0.24%, 9.63MB / 7.01MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.7kB / 19.3kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.14%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 144kB / 27.6kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.28%, 5.57MiB / 125MiB, 4.46%, 40.7kB / 22.6kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.64%, 10.04MiB / 3.871GiB, 0.25%, 7.26MB / 10.2MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.54%, 9.414MiB / 3.871GiB, 0.24%, 10.3MB / 7.43MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.7kB / 19.3kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.55%, 25.2MiB / 500MiB, 5.04%, 144kB / 27.6kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.51%, 5.57MiB / 125MiB, 4.46%, 40.9kB / 22.8kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.81%, 10.04MiB / 3.871GiB, 0.25%, 7.27MB / 10.2MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.54%, 9.414MiB / 3.871GiB, 0.24%, 10.3MB / 7.43MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.7kB / 19.3kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.15%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.55%, 25.2MiB / 500MiB, 5.04%, 144kB / 27.6kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.51%, 5.57MiB / 125MiB, 4.46%, 40.9kB / 22.8kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 24.81%, 10.04MiB / 3.871GiB, 0.25%, 7.27MB / 10.2MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.11%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.44MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.7kB / 19.3kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.85%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.57MiB / 125MiB, 4.46%, 40.9kB / 22.8kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.06%, 10.04MiB / 3.871GiB, 0.25%, 7.28MB / 10.2MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.11%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.44MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.7kB / 19.3kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.85%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.31%, 5.57MiB / 125MiB, 4.46%, 40.9kB / 22.8kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 20.06%, 10.04MiB / 3.871GiB, 0.25%, 7.28MB / 10.2MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.02%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.45MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.57MiB / 125MiB, 4.46%, 41.1kB / 22.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.50%, 10.04MiB / 3.871GiB, 0.25%, 7.29MB / 10.2MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.02%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.45MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.05%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.19%, 5.57MiB / 125MiB, 4.46%, 41.1kB / 22.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.50%, 10.04MiB / 3.871GiB, 0.25%, 7.29MB / 10.2MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.64%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.46MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.13%, 5.57MiB / 125MiB, 4.46%, 41.1kB / 22.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.40%, 10.04MiB / 3.871GiB, 0.25%, 7.29MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 12.64%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.46MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.26%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.13%, 5.57MiB / 125MiB, 4.46%, 41.1kB / 22.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 22.40%, 10.04MiB / 3.871GiB, 0.25%, 7.29MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.55%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.47MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.97%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.32%, 5.57MiB / 125MiB, 4.46%, 41.1kB / 22.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.09%, 10.04MiB / 3.871GiB, 0.25%, 7.3MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 9.55%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.47MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 1.97%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.32%, 5.57MiB / 125MiB, 4.46%, 41.1kB / 22.9kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.09%, 10.04MiB / 3.871GiB, 0.25%, 7.3MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.53%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.48MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.60%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.57MiB / 125MiB, 4.46%, 41.4kB / 23kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.02%, 10.04MiB / 3.871GiB, 0.25%, 7.31MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.53%, 9.418MiB / 3.871GiB, 0.24%, 10.3MB / 7.48MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.13%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.60%, 25.2MiB / 500MiB, 5.04%, 146kB / 28kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.23%, 5.57MiB / 125MiB, 4.46%, 41.4kB / 23kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 23.02%, 10.04MiB / 3.871GiB, 0.25%, 7.31MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.51%, 9.422MiB / 3.871GiB, 0.24%, 10.4MB / 7.49MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.60%, 25.2MiB / 500MiB, 5.04%, 148kB / 28.3kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.32%, 5.57MiB / 125MiB, 4.46%, 41.4kB / 23kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.30%, 10.04MiB / 3.871GiB, 0.25%, 7.32MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.51%, 9.422MiB / 3.871GiB, 0.24%, 10.4MB / 7.49MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.60%, 25.2MiB / 500MiB, 5.04%, 148kB / 28.3kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.32%, 5.57MiB / 125MiB, 4.46%, 41.4kB / 23kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.30%, 10.04MiB / 3.871GiB, 0.25%, 7.32MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.51%, 9.422MiB / 3.871GiB, 0.24%, 10.4MB / 7.49MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.8kB / 19.6kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.27%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.60%, 25.2MiB / 500MiB, 5.04%, 148kB / 28.3kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.32%, 5.57MiB / 125MiB, 4.46%, 41.4kB / 23kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.30%, 10.04MiB / 3.871GiB, 0.25%, 7.32MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.77%, 9.422MiB / 3.871GiB, 0.24%, 10.4MB / 7.5MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.14%, 2.004MiB / 50MiB, 4.01%, 14.9kB / 19.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.2MiB / 500MiB, 5.04%, 148kB / 28.3kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.53%, 5.57MiB / 125MiB, 4.46%, 41.6kB / 23.1kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.53%, 10.05MiB / 3.871GiB, 0.25%, 7.33MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.77%, 9.422MiB / 3.871GiB, 0.24%, 10.4MB / 7.5MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.14%, 2.004MiB / 50MiB, 4.01%, 14.9kB / 19.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.22%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.01%, 25.2MiB / 500MiB, 5.04%, 148kB / 28.3kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.53%, 5.57MiB / 125MiB, 4.46%, 41.6kB / 23.1kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.53%, 10.05MiB / 3.871GiB, 0.25%, 7.33MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.88%, 9.422MiB / 3.871GiB, 0.24%, 10.4MB / 7.5MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.9kB / 19.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 148kB / 28.3kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.57MiB / 125MiB, 4.46%, 41.6kB / 23.1kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.00%, 10.05MiB / 3.871GiB, 0.25%, 7.34MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 8.88%, 9.422MiB / 3.871GiB, 0.24%, 10.4MB / 7.5MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.9kB / 19.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.23%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
OK,8,1,06a427e54850, func_prometheus.1.pt419bncytleosdxcvfg6gji4, 0.00%, 25.2MiB / 500MiB, 5.04%, 148kB / 28.3kB, 27.8MB / 0B
OK,8,1,82957e2eed7c, func_nats.1.gy7r66qdnvhnxlvaapq3quac8, 0.22%, 5.57MiB / 125MiB, 4.46%, 41.6kB / 23.1kB, 160kB / 0B
OK,8,1,837b00644d7e, func_basic-auth-plugin.1.wmb4h2jv8b1l6ludvffzatrjb, 0.00%, 1.352MiB / 3.871GiB, 0.03%, 3.07kB / 0B, 4.1kB / 0B
OK,8,1,9b932c9db8b8, func_faas-swarm.1.thea6rgei7urk53p272jp8w3q, 21.00%, 10.05MiB / 3.871GiB, 0.25%, 7.34MB / 10.3MB, 4.66MB / 0B
[2J[HOK,8,1,376464c5558c, func_gateway.1.j872jo06nh6lpkd8si46j8li2, 10.04%, 9.422MiB / 3.871GiB, 0.24%, 10.4MB / 7.51MB, 0B / 0B
OK,8,1,fc6ffd3137a5, func_queue-worker.1.au1fkvm1zcv09mb724vc5q82k, 0.00%, 2.004MiB / 50MiB, 4.01%, 14.9kB / 19.8kB, 0B / 0B
OK,8,1,ed92a5fe26ff, func_alertmanager.1.xy1zfnj6kzi8b965fa6vsygcd, 0.21%, 9.973MiB / 50MiB, 19.95%, 5.43kB / 2.6kB, 2.74MB / 0B
