[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 96.7kB / 170kB, 1.29MB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.88%, 24.93MiB / 500MiB, 4.99%, 1.37MB / 246kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.2kB / 172kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.22%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.5MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.61%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.6MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.39%, 5.574MiB / 125MiB, 4.46%, 349kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.88%, 24.93MiB / 500MiB, 4.99%, 1.37MB / 246kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.2kB / 172kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.22%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.5MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.61%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.6MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.39%, 5.574MiB / 125MiB, 4.46%, 349kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.88%, 24.93MiB / 500MiB, 4.99%, 1.37MB / 246kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 13.39%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.5MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.26%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.37%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.26%, 24.93MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 13.39%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.5MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.26%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.37%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.26%, 24.93MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.84%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.30%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 24.93MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.84%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.30%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 24.93MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.00%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.35%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.93MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.00%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.35%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.93MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.85%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.50%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.31%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.85%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.50%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.19%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.31%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.39%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.78%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.43%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 3.77%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.3kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.39%, 5.934MiB / 3.703GiB, 0.16%, 86.2MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.78%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.43%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 3.77%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.05%, 2.812MiB / 50MiB, 5.62%, 98.4kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.31%, 5.934MiB / 3.703GiB, 0.16%, 86.3MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.46%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.36%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.05%, 2.812MiB / 50MiB, 5.62%, 98.4kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.31%, 5.934MiB / 3.703GiB, 0.16%, 86.3MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.46%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.36%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.05%, 2.812MiB / 50MiB, 5.62%, 98.4kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.01%, 5.934MiB / 3.703GiB, 0.16%, 86.3MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.79%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.4kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.01%, 5.934MiB / 3.703GiB, 0.16%, 86.3MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.79%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.4kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.01%, 5.934MiB / 3.703GiB, 0.16%, 86.3MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.79%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.4kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.54%, 5.934MiB / 3.703GiB, 0.16%, 86.3MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.88%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.35%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.27%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.4kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.54%, 5.934MiB / 3.703GiB, 0.16%, 86.3MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.88%, 6.355MiB / 3.703GiB, 0.17%, 62.9MB / 85.7MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.35%, 5.574MiB / 125MiB, 4.46%, 350kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.24%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.27%, 24.94MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.4kB / 173kB, 1.29MB / 0B
OK,8,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.79%, 5.934MiB / 3.703GiB, 0.16%, 86.3MB / 64.6MB, 1.71MB / 0B
OK,8,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.57%, 6.355MiB / 3.703GiB, 0.17%, 63MB / 85.8MB, 2.74MB / 0B
OK,8,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.48%, 5.574MiB / 125MiB, 4.46%, 351kB / 209kB, 5.39MB / 0B
OK,8,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.629MiB / 50MiB, 17.26%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,8,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,8,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.81%, 24.95MiB / 500MiB, 4.99%, 1.37MB / 247kB, 19.2MB / 0B
[2J[HOK,8,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.812MiB / 50MiB, 5.62%, 98.4kB / 173kB, 1.29MB / 0B
