[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 38.9kB / 64.3kB, 1.29MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.14%, 25.89MiB / 500MiB, 5.18%, 517kB / 94.6kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40kB / 66.2kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.83%, 5.523MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.65%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.12%, 5.516MiB / 125MiB, 4.41%, 136kB / 79.7kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.14%, 25.89MiB / 500MiB, 5.18%, 517kB / 94.6kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40kB / 66.2kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.77%, 5.523MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.19%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.56%, 5.516MiB / 125MiB, 4.41%, 137kB / 80kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.91%, 25.89MiB / 500MiB, 5.18%, 517kB / 94.6kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40kB / 66.2kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.77%, 5.523MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.19%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.56%, 5.516MiB / 125MiB, 4.41%, 137kB / 80kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.91%, 25.89MiB / 500MiB, 5.18%, 517kB / 94.6kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 12.92%, 5.523MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.74%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.42%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.1kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.33%, 25.89MiB / 500MiB, 5.18%, 520kB / 94.9kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 12.92%, 5.523MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.74%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.42%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.1kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.33%, 25.89MiB / 500MiB, 5.18%, 520kB / 94.9kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.03%, 5.527MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.56%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.27%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.1kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 520kB / 94.9kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.03%, 5.527MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.56%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.27%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.1kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 520kB / 94.9kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.18%, 5.527MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.55%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.1kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 520kB / 94.9kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.18%, 5.527MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.55%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.1kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 520kB / 94.9kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.81%, 5.527MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.00%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.1kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.45%, 25.89MiB / 500MiB, 5.18%, 520kB / 94.9kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.81%, 5.527MiB / 3.703GiB, 0.15%, 29.2MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.00%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.17%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.1kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.45%, 25.89MiB / 500MiB, 5.18%, 520kB / 94.9kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.81%, 5.527MiB / 3.703GiB, 0.15%, 29.3MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.57%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29.1MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.3kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.57%, 25.89MiB / 500MiB, 5.18%, 522kB / 95.3kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.1kB / 66.4kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.81%, 5.527MiB / 3.703GiB, 0.15%, 29.3MB / 21.8MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.57%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29.1MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.516MiB / 125MiB, 4.41%, 137kB / 80.3kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.57%, 25.89MiB / 500MiB, 5.18%, 522kB / 95.3kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.20%, 2.723MiB / 50MiB, 5.45%, 40.4kB / 66.8kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.68%, 5.535MiB / 3.703GiB, 0.15%, 29.3MB / 21.9MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.76%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29.1MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.63%, 5.516MiB / 125MiB, 4.41%, 138kB / 80.6kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 522kB / 95.3kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.20%, 2.723MiB / 50MiB, 5.45%, 40.4kB / 66.8kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.68%, 5.535MiB / 3.703GiB, 0.15%, 29.3MB / 21.9MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.76%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29.1MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.63%, 5.516MiB / 125MiB, 4.41%, 138kB / 80.6kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 522kB / 95.3kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.20%, 2.723MiB / 50MiB, 5.45%, 40.4kB / 66.8kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.68%, 5.535MiB / 3.703GiB, 0.15%, 29.3MB / 21.9MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.76%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29.1MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.63%, 5.516MiB / 125MiB, 4.41%, 138kB / 80.6kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.89MiB / 500MiB, 5.18%, 522kB / 95.3kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.4kB / 66.8kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.41%, 5.535MiB / 3.703GiB, 0.15%, 29.3MB / 21.9MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.43%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29.1MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.516MiB / 125MiB, 4.41%, 138kB / 80.6kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.89MiB / 500MiB, 5.18%, 522kB / 95.3kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.4kB / 66.8kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.41%, 5.535MiB / 3.703GiB, 0.15%, 29.3MB / 21.9MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.43%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29.1MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.516MiB / 125MiB, 4.41%, 138kB / 80.6kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.89MiB / 500MiB, 5.18%, 522kB / 95.3kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.4kB / 66.8kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.00%, 5.535MiB / 3.703GiB, 0.15%, 29.3MB / 21.9MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.20%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29.1MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.516MiB / 125MiB, 4.41%, 138kB / 80.6kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
OK,2,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.89MiB / 500MiB, 5.18%, 522kB / 95.3kB, 19.2MB / 0B
[2J[HOK,2,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.723MiB / 50MiB, 5.45%, 40.4kB / 66.8kB, 1.29MB / 0B
OK,2,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.00%, 5.535MiB / 3.703GiB, 0.15%, 29.3MB / 21.9MB, 1.71MB / 0B
OK,2,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.20%, 6.762MiB / 3.703GiB, 0.18%, 21.2MB / 29.1MB, 2.74MB / 0B
OK,2,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.516MiB / 125MiB, 4.41%, 138kB / 80.6kB, 5.39MB / 0B
OK,2,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.559MiB / 50MiB, 17.12%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,2,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.66kB / 0B, 848kB / 0B
