[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.13%, 2.777MiB / 50MiB, 5.55%, 63.2kB / 108kB, 1.29MB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.37%, 25.63MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.781MiB / 50MiB, 5.56%, 64.2kB / 110kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.65%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.99%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.1MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 1.21%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.25%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.63MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.781MiB / 50MiB, 5.56%, 64.2kB / 110kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.65%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.99%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.1MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 1.21%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.25%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.63MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.2kB / 110kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.60%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.89%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.1MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.63MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.2kB / 110kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.60%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.89%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.1MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.63MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.2kB / 110kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.05%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.16%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.63MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.2kB / 110kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.05%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.16%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.63MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.2kB / 110kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.05%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.16%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.63MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.2kB / 110kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.78%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 20.77%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.47%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.76%, 25.64MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.2kB / 110kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.78%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 20.77%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.47%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.76%, 25.64MiB / 500MiB, 5.13%, 869kB / 157kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.10%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 13.32%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.01%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.39%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.40%, 25.64MiB / 500MiB, 5.13%, 871kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.10%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 13.32%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.01%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.39%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.40%, 25.64MiB / 500MiB, 5.13%, 871kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.01%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.78%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.64MiB / 500MiB, 5.13%, 871kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.01%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.1MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.78%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.64MiB / 500MiB, 5.13%, 871kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.74%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.2MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.33%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.64MiB / 500MiB, 5.13%, 871kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.74%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.2MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.33%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.20%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.64MiB / 500MiB, 5.13%, 871kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.85%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.2MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.44%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.35%, 25.64MiB / 500MiB, 5.13%, 871kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.85%, 5.645MiB / 3.703GiB, 0.15%, 48.5MB / 36.2MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.44%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.28%, 5.555MiB / 125MiB, 4.44%, 225kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.19%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.35%, 25.64MiB / 500MiB, 5.13%, 871kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.21%, 5.645MiB / 3.703GiB, 0.15%, 48.6MB / 36.2MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.76%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.35%, 5.555MiB / 125MiB, 4.44%, 226kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.57%, 25.64MiB / 500MiB, 5.13%, 873kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.781MiB / 50MiB, 5.56%, 64.3kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.21%, 5.645MiB / 3.703GiB, 0.15%, 48.6MB / 36.2MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.76%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.2MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.35%, 5.555MiB / 125MiB, 4.44%, 226kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.57%, 25.64MiB / 500MiB, 5.13%, 873kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.10%, 2.781MiB / 50MiB, 5.56%, 64.4kB / 111kB, 1.29MB / 0B
OK,4,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 10.77%, 5.645MiB / 3.703GiB, 0.15%, 48.6MB / 36.2MB, 1.71MB / 0B
OK,4,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.67%, 6.441MiB / 3.703GiB, 0.17%, 35.1MB / 48.3MB, 2.74MB / 0B
OK,4,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.41%, 5.555MiB / 125MiB, 4.44%, 226kB / 133kB, 5.39MB / 0B
OK,4,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.59MiB / 50MiB, 17.18%, 6.75kB / 2.65kB, 7.64MB / 0B
OK,4,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,4,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.64MiB / 500MiB, 5.13%, 873kB / 158kB, 19.2MB / 0B
[2J[HOK,4,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.10%, 2.781MiB / 50MiB, 5.56%, 64.4kB / 111kB, 1.29MB / 0B
