[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.695MiB / 50MiB, 5.39%, 15.6kB / 22.6kB, 1.29MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.03%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.379MiB / 125MiB, 4.30%, 66.8kB / 37.5kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.34%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.89MiB / 500MiB, 4.98%, 240kB / 45.4kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 20.7kB / 31.3kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.48%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.03%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.379MiB / 125MiB, 4.30%, 66.8kB / 37.5kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.34%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.89MiB / 500MiB, 4.98%, 240kB / 45.4kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 20.7kB / 31.3kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.69%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.44%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.379MiB / 125MiB, 4.30%, 66.8kB / 37.5kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.89MiB / 500MiB, 4.98%, 240kB / 45.4kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 20.7kB / 31.3kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.69%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.44%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.379MiB / 125MiB, 4.30%, 66.8kB / 37.5kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.89MiB / 500MiB, 4.98%, 240kB / 45.4kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 20.7kB / 31.3kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.06%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.09%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.379MiB / 125MiB, 4.30%, 67kB / 37.6kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.56%, 24.9MiB / 500MiB, 4.98%, 240kB / 45.4kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 20.7kB / 31.3kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.06%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.09%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.29%, 5.379MiB / 125MiB, 4.30%, 67kB / 37.6kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.56%, 24.9MiB / 500MiB, 4.98%, 240kB / 45.4kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 20.7kB / 31.3kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.45%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.99%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.379MiB / 125MiB, 4.30%, 67kB / 37.6kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.26%, 24.9MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 20.7kB / 31.3kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.45%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.99%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.379MiB / 125MiB, 4.30%, 67kB / 37.6kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.16%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.26%, 24.9MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.11%, 2.699MiB / 50MiB, 5.40%, 21kB / 31.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.04%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.33%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.37%, 5.379MiB / 125MiB, 4.30%, 67.4kB / 37.9kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.9MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.11%, 2.699MiB / 50MiB, 5.40%, 21kB / 31.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.04%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.33%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.37%, 5.379MiB / 125MiB, 4.30%, 67.4kB / 37.9kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.9MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 21kB / 31.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.83%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.54%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.379MiB / 125MiB, 4.30%, 67.4kB / 37.9kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 24.9MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 21kB / 31.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.83%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.54%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.379MiB / 125MiB, 4.30%, 67.4kB / 37.9kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.9MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 21kB / 31.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.83%, 5.906MiB / 3.703GiB, 0.16%, 20.6MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.54%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.379MiB / 125MiB, 4.30%, 67.4kB / 37.9kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.9MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 21kB / 31.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.46%, 5.906MiB / 3.703GiB, 0.16%, 20.7MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.36%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.379MiB / 125MiB, 4.30%, 67.4kB / 37.9kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.09%, 24.9MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 21kB / 31.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.46%, 5.906MiB / 3.703GiB, 0.16%, 20.7MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.36%, 6.723MiB / 3.703GiB, 0.18%, 15.3MB / 20.5MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.379MiB / 125MiB, 4.30%, 67.4kB / 37.9kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.09%, 24.9MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 21kB / 31.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.81%, 5.906MiB / 3.703GiB, 0.16%, 20.7MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.51%, 6.727MiB / 3.703GiB, 0.18%, 15.3MB / 20.6MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.38%, 5.379MiB / 125MiB, 4.30%, 67.6kB / 38kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.69%, 24.91MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 21kB / 31.7kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.81%, 5.906MiB / 3.703GiB, 0.16%, 20.7MB / 15.6MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.51%, 6.727MiB / 3.703GiB, 0.18%, 15.3MB / 20.6MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.38%, 5.379MiB / 125MiB, 4.30%, 67.6kB / 38kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.18%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.69%, 24.91MiB / 500MiB, 4.98%, 242kB / 45.8kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.699MiB / 50MiB, 5.40%, 21.1kB / 31.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 13.00%, 5.906MiB / 3.703GiB, 0.16%, 20.7MB / 15.7MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.31%, 6.727MiB / 3.703GiB, 0.18%, 15.4MB / 20.6MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.39%, 5.379MiB / 125MiB, 4.30%, 67.9kB / 38.1kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.39%, 24.91MiB / 500MiB, 4.98%, 244kB / 46.2kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.12%, 2.699MiB / 50MiB, 5.40%, 21.1kB / 31.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 13.00%, 5.906MiB / 3.703GiB, 0.16%, 20.7MB / 15.7MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.31%, 6.727MiB / 3.703GiB, 0.18%, 15.4MB / 20.6MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.39%, 5.379MiB / 125MiB, 4.30%, 67.9kB / 38.1kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.23%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.39%, 24.91MiB / 500MiB, 4.98%, 244kB / 46.2kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 21.1kB / 31.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.87%, 5.906MiB / 3.703GiB, 0.16%, 20.7MB / 15.7MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.82%, 6.727MiB / 3.703GiB, 0.18%, 15.4MB / 20.6MB, 2.74MB / 0B
OK,1,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.21%, 5.379MiB / 125MiB, 4.30%, 67.9kB / 38.1kB, 5.39MB / 0B
OK,1,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.816MiB / 50MiB, 17.63%, 6.67kB / 2.65kB, 7.64MB / 0B
OK,1,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.59kB / 0B, 848kB / 0B
OK,1,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 24.91MiB / 500MiB, 4.98%, 244kB / 46.2kB, 19.2MB / 0B
[2J[HOK,1,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.699MiB / 50MiB, 5.40%, 21.1kB / 31.9kB, 1.29MB / 0B
OK,1,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.87%, 5.906MiB / 3.703GiB, 0.16%, 20.7MB / 15.7MB, 1.71MB / 0B
OK,1,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.82%, 6.727MiB / 3.703GiB, 0.18%, 15.4MB / 20.6MB, 2.74MB / 0B
