[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.06%, 2.797MiB / 50MiB, 5.59%, 73.1kB / 127kB, 1.29MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.19%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.37%, 5.555MiB / 125MiB, 4.44%, 261kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 1.36%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.18%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.1kB / 128kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.34%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.14%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.555MiB / 125MiB, 4.44%, 261kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.1kB / 128kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.34%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.14%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.24%, 5.555MiB / 125MiB, 4.44%, 261kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.02%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.1kB / 128kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.92%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.14%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.555MiB / 125MiB, 4.44%, 261kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.1kB / 128kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.92%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.53%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.555MiB / 125MiB, 4.44%, 261kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.1kB / 128kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.92%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.53%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.16%, 5.555MiB / 125MiB, 4.44%, 261kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.1kB / 128kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.26%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.93%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.25%, 5.555MiB / 125MiB, 4.44%, 261kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.89%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.1kB / 128kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.26%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.2MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.93%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.25%, 5.555MiB / 125MiB, 4.44%, 261kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.15%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 1.89%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.1kB / 128kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.73%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.87%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.35%, 5.555MiB / 125MiB, 4.44%, 262kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.32%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.1kB / 128kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.73%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.87%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.35%, 5.555MiB / 125MiB, 4.44%, 262kB / 155kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.22%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.32%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.23%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.28%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.56%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.60%, 5.555MiB / 125MiB, 4.44%, 262kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.23%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 11.28%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.56%, 6.191MiB / 3.703GiB, 0.16%, 42MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.60%, 5.555MiB / 125MiB, 4.44%, 262kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.20%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.01%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.66%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.89%, 6.191MiB / 3.703GiB, 0.16%, 42.1MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.555MiB / 125MiB, 4.44%, 262kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.66%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.89%, 6.191MiB / 3.703GiB, 0.16%, 42.1MB / 57.6MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.22%, 5.555MiB / 125MiB, 4.44%, 262kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.00%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.97%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.83%, 6.191MiB / 3.703GiB, 0.16%, 42.1MB / 57.7MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.555MiB / 125MiB, 4.44%, 262kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 8.97%, 5.695MiB / 3.703GiB, 0.15%, 58MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 18.83%, 6.191MiB / 3.703GiB, 0.16%, 42.1MB / 57.7MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.26%, 5.555MiB / 125MiB, 4.44%, 262kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.21%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.03%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.09%, 5.695MiB / 3.703GiB, 0.15%, 58.1MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.74%, 6.191MiB / 3.703GiB, 0.16%, 42.1MB / 57.7MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.52%, 5.555MiB / 125MiB, 4.44%, 263kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.07%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 9.09%, 5.695MiB / 3.703GiB, 0.15%, 58.1MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 19.74%, 6.191MiB / 3.703GiB, 0.16%, 42.1MB / 57.7MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.52%, 5.555MiB / 125MiB, 4.44%, 263kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.17%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 2.07%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 184kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 12.78%, 5.695MiB / 3.703GiB, 0.15%, 58.1MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.50%, 6.191MiB / 3.703GiB, 0.16%, 42.1MB / 57.7MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.555MiB / 125MiB, 4.44%, 263kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.29%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.20%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 185kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 12.78%, 5.695MiB / 3.703GiB, 0.15%, 58.1MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.50%, 6.191MiB / 3.703GiB, 0.16%, 42.1MB / 57.7MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.555MiB / 125MiB, 4.44%, 263kB / 156kB, 5.39MB / 0B
OK,5,3,eadffb10f255, func_alertmanager.1.bknjujqtlxw2ksyb8aq1szk68, 0.29%, 8.594MiB / 50MiB, 17.19%, 6.82kB / 2.65kB, 7.64MB / 0B
OK,5,3,3bc91a119ebf, func_basic-auth-plugin.1.z8sqikzidxpsxob20vtd7hzwq, 0.00%, 1.844MiB / 3.703GiB, 0.05%, 1.73kB / 0B, 848kB / 0B
OK,5,3,77b85ce593e2, func_prometheus.1.p5bim0h7eurec9tpbxv1r54rk, 0.20%, 25.61MiB / 500MiB, 5.12%, 1.02MB / 185kB, 19.2MB / 0B
[2J[HOK,5,3,9c87ea21296b, func_queue-worker.1.hvdnx5rtgcyqj2nrxhw857jao, 0.00%, 2.801MiB / 50MiB, 5.60%, 74.5kB / 129kB, 1.29MB / 0B
OK,5,3,50541a89567f, func_gateway.1.d129l9hxi3bsb9dsli9ykzyhg, 12.78%, 5.695MiB / 3.703GiB, 0.15%, 58.1MB / 43.3MB, 1.71MB / 0B
OK,5,3,7fcff148a834, func_faas-swarm.1.xfgxu5xqqykf4y893z5x5iplu, 17.50%, 6.191MiB / 3.703GiB, 0.16%, 42.1MB / 57.7MB, 2.74MB / 0B
OK,5,3,406cb63af145, func_nats.1.wm4dcu2rehutcgyblfidbczew, 0.23%, 5.555MiB / 125MiB, 4.44%, 263kB / 156kB, 5.39MB / 0B
